Vendor,Category,Item,Item Description,Price,Origin,Destination,Rating,Remarks
vendor_CokeDirectUK,Drugs/Cannabis/Hash,High Quality Hash/Pollen 14g --FULL ESCROW--,High purity Hash/Pollen 14g --FULL ESCROW-- at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.128149 BTC,UK,UK,5.00/5,
vendor_CokeDirectUK,Drugs/Stimulants/Cocaine,A+ Cocaine 1.0g,A+ Cocaine 1.0g available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.619023 BTC,UK,UK,4.99/5,
vendor_CokeDirectUK,Drugs/Cannabis/Weed,Northern Lights 2.0g Indoor A+ [Purity Tested],"Premium Northern Lights 2.0g Indoor A+ sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.068496 BTC,UK,UK,5.00/5,
vendor_CokeDirectUK,Drugs/Stimulants/Cocaine,Cocaine 3.5g FE ONLY [Original Batch],High purity Cocaine 3.5g  FE ONLY at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.814062 BTC,UK,UK,5.00/5,
vendor_CokeDirectUK,Drugs/Stimulants/Cocaine,A+ Cocaine 0.5g,"Premium A+ Cocaine 0.5g sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.273482 BTC,UK,UK,4.81/5,
vendor_CokeDirectUK,Drugs/Cannabis/Hash,High Quality Hash/Pollen--FULL ESCROW--,"Premium Hash/Pollen--FULL ESCROW-- sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.040578 BTC,UK,Worldwide,4.94/5,
vendor_CokeDirectUK,Drugs/Cannabis/Hash,High Quality Pollen 3.5g,We are back on NightMarket offering our verified Pollen 3.5g. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,0.049241 BTC,UK,Worldwide,5.00/5,
vendor_CokeDirectUK,Drugs/Stimulants/Cocaine,Cocaine 0.5g F E ONLY NO ESCROW,"Premium Cocaine 0.5g  F E ONLY NO ESCROW sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.150160 BTC,UK,UK,5.00/5,
vendor_CokeDirectUK,Drugs/Stimulants/Cocaine,Verified A+ Cocaine 14g [Escrow Ready],High purity A+ Cocaine 14g at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,5.036055 BTC,UK,UK,4.80/5,
vendor_CokeDirectUK,Drugs/Stimulants/Cocaine,100% Pure Cocaine 1.0g FE ONLY [Escrow Ready],"Welcome to our official NightMarket shop! Cocaine 1.0g  FE ONLY ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across UK.",0.318370 BTC,UK,UK,4.76/5,
vendor_CokeDirectUK,Drugs/Cannabis/Weed,Skunk 3.5g,"Premium Skunk  3.5g sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.140140 BTC,UK,UK,5.00/5,
vendor_CokeDirectUK,Drugs/Stimulants/Cocaine,Cocaine 0.5g--FULL ESCROW---,"Welcome to our official NightMarket shop! Cocaine 0.5g--FULL ESCROW--- ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.169164 BTC,UK,Worldwide,5.00/5,
Czechlab_AU,Drugs/Psychedelics/Mushrooms,2g. spectacular wild P. Arcana (hand picked) [24/7 Auto Dispatch],"Welcome to our official NightMarket shop! 2g. spectacular wild P. Arcana (hand picked) ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.084836 BTC,CzechRepublic,Worldwide,4.93/5,
Czechlab_AU,Drugs/Cannabis/Concentrates,Exclusive +Smoke POT - Greenhouse gold Black Widow 2g,+Smoke POT - Greenhouse gold Black Widow 2g available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.030393 BTC,CzechRepublic,Worldwide,4.90/5,
Czechlab_AU,Drugs/Cannabis/Weed,Verified +High quality Heirloom strain. 5g,We are back on NightMarket offering our verified +High quality Heirloom strain. 5g. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.125159 BTC,EU,Worldwide,4.70/5,
Czechlab_AU,Drugs/Cannabis/Weed,Smoke POT - Greenhouse gold Black Widow 2g [Worldwide Stealth],Smoke POT - Greenhouse gold Black Widow 2g available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.015137 BTC,CzechRepublic,Worldwide,5.00/5,
Czechlab_AU,Drugs/RCs,Highest quality Δ-PVP SAMPLE FOR FEEDBACK ALMOST FREE 0.25g [Worldwide Stealth],"Welcome to our official NightMarket shop! Highest quality Δ-PVP  SAMPLE FOR FEEDBACK  ALMOST FREE 0.25g ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.023858 BTC,USA,Worldwide,5.00/5,
Czechlab_AU,Drugs/Cannabis/Weed,Greenhouse gold Black Widow 10g [Escrow Ready],High purity Greenhouse gold Black Widow 10g at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.286723 BTC,CzechRepublic,Worldwide,5.00/5,
Czechlab_AU,Drugs/Psychedelics/Mushrooms,Top Grade 5g. spectacular wild P. Arcana (hand picked),High purity 5g. spectacular wild P. Arcana (hand picked) at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.136376 BTC,CzechRepublic,Worldwide,5.00/5,
Czechlab_AU,Drugs/Cannabis/Weed,Ultra Clean High quality Heirloom strain. 14g,"Premium High quality Heirloom strain. 14g sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.194114 BTC,USA,Worldwide,5.00/5,
Czechlab_AU,Drugs/Psychedelics/Other,High Quality 3g. spectacular wild P. Arcana (hand picked),We are back on NightMarket offering our verified 3g. spectacular wild P. Arcana (hand picked). Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.086084 BTC,CzechRepublic,Worldwide,4.86/5,
Czechlab_AU,Drugs/Cannabis/Weed,Custom +Greenhouse gold Black Widow 5g,+Greenhouse gold Black Widow 5g available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.151478 BTC,EU,Worldwide,5.00/5,
Czechlab_AU,Drugs/Cannabis/Weed,Exclusive +Greenhouse gold Black Widow 10g,"Premium +Greenhouse gold Black Widow 10g sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.226546 BTC,CzechRepublic,Worldwide,4.94/5,
Czechlab_AU,Drugs/Cannabis/Weed,+High quality Heirloom strain. 14g [Original Batch],We are back on NightMarket offering our verified +High quality Heirloom strain. 14g. Guaranteed high grade quality and stealth packaging. Contact via PGP for bulk orders.,0.295354 BTC,EU,Worldwide,4.73/5,
Czechlab_AU,Drugs/Cannabis/Weed,Exclusive +High quality Heirloom strain. 2g,High purity +High quality Heirloom strain. 2g at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.054022 BTC,CzechRepublic,Worldwide,5.00/5,
Czechlab_AU,Drugs/Psychedelics/Mushrooms,Verified 10g. +2g free spectacular wild P. Arcana (hand picked),High purity 10g. +2g free  spectacular wild P. Arcana (hand picked) at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.254906 BTC,CzechRepublic,Worldwide,4.75/5,
Czechlab_AU,Drugs/RCs,1/4g 6-APDB,High purity 1/4g 6-APDB at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.060711 BTC,USA,Worldwide,5.00/5,
Czechlab_AU,Drugs/Psychedelics/Mushrooms,10g. spectacular wild P. Arcana (hand picked) [Fast Shipping],10g. spectacular wild P. Arcana (hand picked) available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.202234 BTC,CzechRepublic,Worldwide,5.00/5,
Czechlab_AU,Drugs/Psychedelics/Mushrooms,4g. spectacular wild P. Arcana (hand picked) [Escrow Ready],We are back on NightMarket offering our verified 4g. spectacular wild P. Arcana (hand picked). Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.140373 BTC,CzechRepublic,Worldwide,4.90/5,
Czechlab_AU,Drugs/Cannabis/Weed,Greenhouse gold Black Widow 5g,High purity Greenhouse gold Black Widow 5g at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.057767 BTC,CzechRepublic,Worldwide,4.97/5,
Czechlab_AU,Drugs/Psychedelics/Mushrooms,100% Pure 15g. + 2g free spectacular wild P. Arcana (hand picked),High purity 15g. + 2g free spectacular wild P. Arcana (hand picked) at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.401956 BTC,CzechRepublic,Worldwide,4.69/5,
Kla_ymen,Drugs/Opioids/Heroin,500mg UNCUT #4 China White HEROIN [Escrow Ready],"Premium 500mg UNCUT #4 China White HEROIN sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.564826 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Prescription,Tramadol (TRAMAL) 10x100mg |EU Pharma|EU Vendor| [Purity Tested],Tramadol (TRAMAL) 10x100mg |EU Pharma|EU Vendor| available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.047526 BTC,EU,Worldwide,4.71/5,
Kla_ymen,Drugs/Prescription,Aurorix 30x300mg,Aurorix 30x300mg available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.165961 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Benzos,Clonazepam (Rivotril) 10x0.5mg,"Premium Clonazepam (Rivotril) 10x0.5mg sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.037990 BTC,EU,Worldwide,4.91/5,
Kla_ymen,Drugs/Benzos,Top Grade Alprazolam IR (Frontin) 90x1mg [Tracked],Alprazolam IR (Frontin) 90x1mg available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.355209 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Benzos,Top Grade Clonazepam (Rivotril) 90x2mg,High purity Clonazepam (Rivotril) 90x2mg at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.321137 BTC,EU,Worldwide,4.97/5,
Kla_ymen,Drugs/Benzos,Alprazolam (Frontin IR) 30x1mg [Original Batch],Alprazolam (Frontin IR) 30x1mg available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.094842 BTC,EU,Worldwide,4.85/5,
Kla_ymen,Drugs/Prescription,Codeine 50x30mg |EU Pharma|EU Vendor|,We are back on NightMarket offering our verified Codeine 50x30mg |EU Pharma|EU Vendor|. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,0.238875 BTC,EU,Worldwide,4.84/5,
Kla_ymen,Drugs/Prescription,Tramadol (TRALGIT SR) 10x100mg,"Welcome to our official NightMarket shop! Tramadol (TRALGIT SR) 10x100mg ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Worldwide.",0.055102 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Prescription,Tramadol (TRALGIT SR) 100x100mg |EU Pharma|EU Vendor| [Original Batch],We are back on NightMarket offering our verified Tramadol (TRALGIT SR) 100x100mg |EU Pharma|EU Vendor|. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.398730 BTC,EU,Worldwide,4.95/5,
Kla_ymen,Drugs/Benzos,Verified XANAX IR (Alprazolam) 50x1mg [Worldwide Stealth],XANAX IR (Alprazolam) 50x1mg available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.221229 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Prescription,Codeine 100x30mg |EU Pharma|EU Vendor|,High purity Codeine 100x30mg |EU Pharma|EU Vendor| at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.430416 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Benzos,Alprazolam IR (Frontin) 30x1mg |EU Pharma|EU Vendor|,"Welcome to our official NightMarket shop! Alprazolam IR (Frontin) 30x1mg |EU Pharma|EU Vendor| ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Worldwide.",0.093175 BTC,EU,Worldwide,4.78/5,
Kla_ymen,Drugs/Prescription,Ultra Clean Moclobemide (Aurorix) 10x300mg [ON DEMAND] [24/7 Auto Dispatch],Moclobemide (Aurorix) 10x300mg [ON DEMAND] available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.095037 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Opioids/Heroin,Premium 7g UNCUT #4 China White HEROIN-custom for rev****34 [Worldwide Stealth],"Premium 7g UNCUT #4 China White HEROIN-custom for rev****34 sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",8.255871 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Prescription,Exclusive Tramadol (TRALGIT SR) 50x100mg [Escrow Ready],"Welcome to our official NightMarket shop! Tramadol (TRALGIT SR) 50x100mg ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Worldwide.",0.189648 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Benzos,100% Pure Clonazepam (Rivotril) 30x0.5mg,We are back on NightMarket offering our verified Clonazepam (Rivotril) 30x0.5mg. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.124781 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Opioids/Other,Exclusive Tramadol (TRAMAL) 50x200mg [Escrow Ready],We are back on NightMarket offering our verified Tramadol (TRAMAL) 50x200mg. Guaranteed high grade quality and stealth packaging. Contact via PGP for bulk orders.,0.644868 BTC,EU,Worldwide,4.91/5,
Kla_ymen,Drugs/Opioids/Other,Tramadol (TRAMAL) 10x150mg,Tramadol (TRAMAL) 10x150mg available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.069948 BTC,EU,Worldwide,4.84/5,
Kla_ymen,Drugs/Benzos,XANAX IR (Alprazolam) 10x1mg,High purity XANAX IR (Alprazolam) 10x1mg at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.049389 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Opioids/Heroin,5g UNCUT #4 China White HEROIN,5g UNCUT #4 China White HEROIN available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,4.901900 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Prescription,Tramadol (TRAMAL) 100x100mg |EU Pharma|EU Vendor| [24/7 Auto Dispatch],Tramadol (TRAMAL) 100x100mg |EU Pharma|EU Vendor| available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.522389 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Benzos,Ultra Clean XANAX (Alprazolam) 10x1mg [Fast Shipping],"Premium XANAX (Alprazolam) 10x1mg sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.032264 BTC,EU,Worldwide,5.00/5,
Kla_ymen,Drugs/Benzos,Diazepam 100x10mg [24/7 Auto Dispatch],"Welcome to our official NightMarket shop! Diazepam 100x10mg ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Worldwide.",0.279736 BTC,EU,Worldwide,4.78/5,
official_ElDorado,Drugs/Cannabis/Concentrates,Custom 1.0G Soft Shatter Wax [EU],"Premium 1.0G Soft Shatter Wax [EU] sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.170629 BTC,UK,EU,4.99/5,
official_ElDorado,Drugs/Benzos,Premium 4x Strip (56 pills) of MA Holding 10mg diazepam - blisters (UK generic),"Premium 4x Strip (56 pills) of MA Holding 10mg diazepam - blisters (UK generic) sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.307056 BTC,UK,Worldwide,4.99/5,
official_ElDorado,Drugs/Cannabis/Concentrates,1.0G BHO Wax: Pick a Strain! [Escrow Ready],"Premium 1.0G BHO Wax: Pick a Strain! sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.089509 BTC,UK,Worldwide,5.00/5,
official_ElDorado,Drugs/Cannabis/Concentrates,Premium Custom,High purity Custom at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.800793 BTC,USA,Worldwide,5.00/5,
official_ElDorado,Drugs/Cannabis/Weed,Verified 28.0G Flowers: Various strains [EU],We are back on NightMarket offering our verified 28.0G Flowers: Various strains [EU]. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,1.296175 BTC,UK,Worldwide,5.00/5,
official_ElDorado,Drugs/Cannabis/Concentrates,High Quality 5.0G Soft Shatter Wax [EU],We are back on NightMarket offering our verified 5.0G Soft Shatter Wax [EU]. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,1.262519 BTC,UK,EU,5.00/5,
official_ElDorado,Drugs/Benzos,Verified 50x Apaurin 10mg Diazepam,50x Apaurin 10mg Diazepam available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.167378 BTC,UK,Worldwide,5.00/5,
